89	0.13658	29611	4.65	0.08448	54363	6.12
90	0.15483	25567	4.3	0.09903	49770	5.63
91	0.16722	21608	4	0.11179	44841	5.2
92	0.18625	17995	3.7	0.12621	39828	4.79
93	0.20458	14643	3.43	0.14197	34802	4.41
94	0.22061	11648	3.19	0.15993	29861	4.06
95	0.24455	9078	2.95	0.17727	25085	3.73
96	0.26578	6858	2.74	0.19811	20638	3.43
97	0.28759	5035	2.56	0.2203	16550	3.15
98	0.30982	3587	2.39	0.24368	12904	2.9
99	0.33225	2476	2.23	0.26805	9760	2.68
100	0.35469	1653	2.09	0.29317	7144	2.47
101	0.37694	1067	1.97	0.31876	5049	2.29
102	0.3988	665	1.86	0.34452	3440	2.13
103	0.42009	400	1.76	0.37015	2255	1.99
104	0.44065	232	1.67	0.39535	1420	1.86
105	0.46034	130	1.59	0.41984	859	1.75
106	0.47904	70	1.52	0.44336	498	1.65
107	0.49667	36	1.46	0.46571	277	1.57
108	0.51317	18	1.41	0.48674	148	1.5
109	0.52852	9	1.37	0.50632	76	1.44
110	0.54387	4	1.34	0.5259	38	1.41
111	0.55922	2	1.31	0.54548	17	1.38
112	0.57457	1	1.28	0.56506	8	1.35
113	0.58992	0	1.25	0.58464	3	1.32
114	0.60527	0	1.22	0.60422	1	1.29
115	0.62062	0	1.19	0.6238	0	1.26
116	0.63597	0	1.16	0.64338	0	1.23
117	0.65132	0	1.13	0.66296	0	1.2
118	0.66667	0	1.1	0.68254	0	1.17
119	0.68202	0	1.07	0.70212	0	1.14
